                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.0223,                 1.7839,                 1.3586,                0.70144,                0.74462,                 0.8587,                0.60647,                0.88561,                 1.8629,                 1.2512,             0.00041146,             0.00041146,             0.00041146
                      2,                0.86792,                0.89753,                 1.2111,                0.90407,                0.88138,                0.92083,                0.69737,                0.75833,                 1.0733,                 1.1257,              0.0004182,              0.0004182,              0.0004182
