                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.98582,                 1.7821,                 1.3283,                0.87681,                0.56046,                0.85215,                0.61137,                0.95964,                 1.8818,                 1.3291,             0.00041146,             0.00041146,             0.00041146
                      2,                0.83795,                0.83334,                 1.1922,                0.80431,                0.78487,                0.86704,                0.62857,                0.89983,                 1.2905,                 1.2426,              0.0004182,              0.0004182,              0.0004182
